Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned95-none-vnni-bert-99,bert-99,Offline,355.36676557863217,90.17832662822171,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned95-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-base-pruned90-none-bert-99,bert-99,Offline,132.592,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-base-pruned90-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-base-pruned90-none-bert-99,bert-99,Offline,363.17999999999495,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-base-pruned90-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-14layer_pruned50_quant-none-vnni-bert-99,bert-99,Offline,415.803,90.40462194474198,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-14layer_pruned50_quant-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-14layer_pruned50_quant-none-vnni-bert-99,bert-99,Offline,311.47171253822677,90.40462194474198,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-14layer_pruned50_quant-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-base-pruned95_obs_quant-none-bert-99,bert-99,Offline,309.556,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-base-pruned95_obs_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-base-pruned95_obs_quant-none-bert-99,bert-99,Offline,347.9800000000037,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-base-pruned95_obs_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-14layer_pruned50-none-vnni-bert-99,bert-99,Offline,237.477,90.4308347276475,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-14layer_pruned50-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-14layer_pruned50-none-vnni-bert-99,bert-99,Offline,328.779376899698,90.4308347276475,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-14layer_pruned50-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-large-base-none-bert-99,bert-99,Offline,12.4752,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-large-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-large-base-none-bert-99,bert-99,Offline,347.9499999999953,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-large-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned95_quant-none-vnni-bert-99,bert-99,Offline,124.137,90.0299132434367,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned95_quant-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned95_quant-none-vnni-bert-99,bert-99,Offline,338.7765553869479,90.0299132434367,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned95_quant-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-base_quant-none-bert-99,bert-99,Offline,242.911,90.7887526723603,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-base_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-base_quant-none-bert-99,bert-99,Offline,320.2232625189704,90.7887526723603,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-base_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned97-none-bert-99,bert-99,Offline,51.9405,90.1356467730578,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned97-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned97-none-bert-99,bert-99,Offline,353.9999547511248,90.1356467730578,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned97-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,obert-large-base-none-bert-99,bert-99,Offline,3.08499,None,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/obert-large-base-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,obert-base-pruned90-none-bert-99,bert-99,Offline,29.6556,None,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/obert-base-pruned90-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,obert-large-pruned97-quant-none-bert-99,bert-99,Offline,27.0889,90.1810702860831,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/obert-large-pruned97-quant-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,mobilebert-none-base-none-bert-99,bert-99,Offline,38.7736,90.89066465550044,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/mobilebert-none-base-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,bert-large-pruned80_quant-none-vnni-bert-99,bert-99,Offline,20.1279,90.26941848776319,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/bert-large-pruned80_quant-none-vnni-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,obert-large-pruned95-none-vnni-bert-99,bert-99,Offline,13.0773,90.17832662822171,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/obert-large-pruned95-none-vnni-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,bert-base-pruned90-none-bert-99,bert-99,Offline,29.8527,None,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/bert-base-pruned90-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,mobilebert-14layer_pruned50_quant-none-vnni-bert-99,bert-99,Offline,158.57,90.40462194474198,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/mobilebert-14layer_pruned50_quant-none-vnni-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,bert-base_cased-pruned90-none-bert-99,bert-99,Offline,28.836,None,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/bert-base_cased-pruned90-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,bert-base-pruned95_obs_quant-none-bert-99,bert-99,Offline,77.4664,None,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/bert-base-pruned95_obs_quant-none-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
NeuralMagic,available,open,"edge","gcp.c3_standard_8",gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config,mobilebert-14layer_pruned50-none-vnni-bert-99,bert-99,Offline,77.5734,90.4308347276475,1,"Intel(R) Xeon(R) Platinum 8481C CPU @ 2.70GHz",1,4,"N/A","0",open/NeuralMagic/results/gcp.c3_standard_8-reference-cpu-deepsparse-v1.6.0.20230801-default_config/mobilebert-14layer_pruned50-none-vnni-bert-99/offline,"deepsparse v1.6.0.20230801","Ubuntu 22.04 (linux-5.19.0-1030-gcp-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,False,Samples/s
